order_id,fpga_1_ts,fpga_2_ts
0,0.0,0.0
1,0.001,0.00100001000001
2,0.002,0.00200002000002
3,0.003,0.00300003000003
4,0.004,0.00400004000004
5,0.005,0.00500005000005
6,0.006,0.00600006000006
7,0.007,0.00700007000007
8,0.008,0.00800008000008
9,0.009,0.00900009000009
10,0.01,0.0100001000001
11,0.011,0.01100011000011
12,0.012,0.01200012000012
13,0.013,0.0130001300001299
14,0.014,0.01400014000014
15,0.015,0.01500015000015
16,0.016,0.01600016000016
17,0.017,0.01700017000017
18,0.018,0.01800018000018
19,0.019,0.01900019000019
20,0.02,0.0200002000002
21,0.021,0.02100021000021
22,0.022,0.02200022000022
23,0.023,0.02300023000023
24,0.024,0.02400024000024
25,0.025,0.02500025000025
26,0.026,0.0260002600002599
27,0.027,0.02700027000027
28,0.028,0.02800028000028
29,0.029,0.02900029000029
30,0.03,0.0300003000003
31,0.031,0.03100031000031
32,0.032,0.03200032000032
33,0.033,0.03300033000033
34,0.034,0.03400034000034
35,0.035,0.03500035000035
36,0.036,0.03600036000036
37,0.037,0.03700037000037
38,0.038,0.03800038000038
39,0.039,0.03900039000039
40,0.04,0.0400004000004
41,0.041,0.04100041000041
42,0.042,0.04200042000042
43,0.043,0.0430004300004299
44,0.044,0.04400044000044
45,0.045,0.04500045000045
46,0.046,0.04600046000046
47,0.047,0.04700047000047
48,0.048,0.04800048000048
49,0.049,0.04900049000049
50,0.05,0.0500005000005
51,0.051,0.05100051000051
52,0.052,0.0520005200005199
53,0.053,0.05300053000053
54,0.054,0.05400054000054
55,0.055,0.05500055000055
56,0.056,0.05600056000056
57,0.057,0.05700057000057
58,0.058,0.05800058000058
59,0.059,0.05900059000059
60,0.06,0.0600006000006
61,0.061,0.06100061000061
62,0.062,0.06200062000062
63,0.063,0.06300063000063
64,0.064,0.06400064000064
65,0.065,0.06500065000065
66,0.066,0.06600066000066
67,0.067,0.06700067000067
68,0.068,0.06800068000068
69,0.069,0.06900069000069
70,0.07,0.0700007000007
71,0.071,0.07100071000071
72,0.072,0.07200072000072
73,0.073,0.07300073000073
74,0.074,0.07400074000074
75,0.075,0.07500075000075
76,0.076,0.07600076000076
77,0.077,0.07700077000077
78,0.078,0.07800078000078
79,0.079,0.07900079000079
80,0.08,0.0800008000008
81,0.081,0.08100081000081
82,0.082,0.08200082000082
83,0.083,0.08300083000083
84,0.084,0.08400084000084
85,0.085,0.08500085000085
86,0.086,0.0860008600008599
87,0.087,0.0870008700008699
88,0.088,0.08800088000088
89,0.089,0.08900089000089
90,0.09,0.0900009000009
91,0.091,0.09100091000091
92,0.092,0.09200092000092
93,0.093,0.09300093000093
94,0.094,0.09400094000094
95,0.095,0.09500095000095
96,0.096,0.09600096000096
97,0.097,0.09700097000097
98,0.098,0.09800098000098
99,0.099,0.09900099000099
100,0.1,0.100001000001
101,0.101,0.10100101000101
102,0.102,0.10200102000102
103,0.103,0.1030010300010299
104,0.104,0.1040010400010399
105,0.105,0.1050010500010499
106,0.106,0.10600106000106
107,0.107,0.10700107000107
108,0.108,0.10800108000108
109,0.109,0.10900109000109
110,0.11,0.1100011000011
111,0.111,0.11100111000111
112,0.112,0.11200112000112
113,0.113,0.11300113000113
114,0.114,0.11400114000114
115,0.115,0.11500115000115
116,0.116,0.11600116000116
117,0.117,0.11700117000117
118,0.118,0.11800118000118
119,0.119,0.11900119000119
120,0.12,0.1200012000012
121,0.121,0.12100121000121
122,0.122,0.12200122000122
123,0.123,0.12300123000123
124,0.124,0.12400124000124
125,0.125,0.12500125000125
126,0.126,0.12600126000126
127,0.127,0.12700127000127
128,0.128,0.12800128000128
129,0.129,0.12900129000129
130,0.13,0.1300013000013
131,0.131,0.13100131000131
132,0.132,0.13200132000132
133,0.133,0.13300133000133
134,0.134,0.13400134000134
135,0.135,0.13500135000135
136,0.136,0.13600136000136
137,0.137,0.13700137000137
138,0.138,0.13800138000138
139,0.139,0.13900139000139
140,0.14,0.1400014000014
141,0.141,0.1410014100014099
142,0.142,0.14200142000142
143,0.143,0.1430014300014299
144,0.144,0.14400144000144
145,0.145,0.1450014500014499
146,0.146,0.14600146000146
147,0.147,0.1470014700014699
148,0.148,0.14800148000148
149,0.149,0.14900149000149
150,0.15,0.1500015000015
151,0.151,0.15100151000151
152,0.152,0.15200152000152
153,0.153,0.15300153000153
154,0.154,0.15400154000154
155,0.155,0.15500155000155
156,0.156,0.15600156000156
157,0.157,0.15700157000157
158,0.158,0.15800158000158
159,0.159,0.15900159000159
160,0.16,0.1600016000016
161,0.161,0.16100161000161
162,0.162,0.16200162000162
163,0.163,0.16300163000163
164,0.164,0.16400164000164
165,0.165,0.16500165000165
166,0.166,0.16600166000166
167,0.167,0.16700167000167
168,0.168,0.16800168000168
169,0.169,0.16900169000169
170,0.17,0.1700017000017
171,0.171,0.17100171000171
172,0.172,0.1720017200017199
173,0.173,0.17300173000173
174,0.174,0.1740017400017399
175,0.175,0.17500175000175
176,0.176,0.17600176000176
177,0.177,0.17700177000177
178,0.178,0.17800178000178
179,0.179,0.17900179000179
180,0.18,0.1800018000018
181,0.181,0.18100181000181
182,0.182,0.18200182000182
183,0.183,0.1830018300018299
184,0.184,0.18400184000184
185,0.185,0.18500185000185
186,0.186,0.18600186000186
187,0.187,0.18700187000187
188,0.188,0.18800188000188
189,0.189,0.18900189000189
190,0.19,0.1900019000019
191,0.191,0.19100191000191
192,0.192,0.19200192000192
193,0.193,0.19300193000193
194,0.194,0.19400194000194
195,0.195,0.19500195000195
196,0.196,0.19600196000196
197,0.197,0.19700197000197
198,0.198,0.19800198000198
199,0.199,0.19900199000199
200,0.2,0.200002000002
201,0.201,0.20100201000201
202,0.202,0.20200202000202
203,0.203,0.20300203000203
204,0.204,0.20400204000204
205,0.205,0.20500205000205
206,0.206,0.2060020600020599
207,0.207,0.20700207000207
208,0.208,0.2080020800020799
209,0.209,0.20900209000209
210,0.21,0.2100021000020999
211,0.211,0.21100211000211
212,0.212,0.21200212000212
213,0.213,0.21300213000213
214,0.214,0.21400214000214
215,0.215,0.21500215000215
216,0.216,0.21600216000216
217,0.217,0.21700217000217
218,0.218,0.21800218000218
219,0.219,0.21900219000219
220,0.22,0.2200022000022
221,0.221,0.22100221000221
222,0.222,0.22200222000222
223,0.223,0.22300223000223
224,0.224,0.22400224000224
225,0.225,0.22500225000225
226,0.226,0.22600226000226
227,0.227,0.22700227000227
228,0.228,0.22800228000228
229,0.229,0.22900229000229
230,0.23,0.2300023000023
231,0.231,0.23100231000231
232,0.232,0.23200232000232
233,0.233,0.23300233000233
234,0.234,0.23400234000234
235,0.235,0.2350023500023499
236,0.236,0.23600236000236
237,0.237,0.2370023700023699
238,0.238,0.23800238000238
239,0.239,0.2390023900023899
240,0.24,0.2400024000024
241,0.241,0.24100241000241
242,0.242,0.24200242000242
243,0.243,0.24300243000243
244,0.244,0.24400244000244
245,0.245,0.24500245000245
246,0.246,0.24600246000246
247,0.247,0.24700247000247
248,0.248,0.24800248000248
249,0.249,0.24900249000249
250,0.25,0.2500025000025
251,0.251,0.25100251000251
252,0.252,0.25200252000252
253,0.253,0.25300253000253
254,0.254,0.25400254000254
255,0.255,0.25500255000255
256,0.256,0.25600256000256
257,0.257,0.25700257000257
258,0.258,0.25800258000258
259,0.259,0.25900259000259
260,0.26,0.2600026000026
261,0.261,0.26100261000261
262,0.262,0.26200262000262
263,0.263,0.26300263000263
264,0.264,0.26400264000264
265,0.265,0.26500265000265
266,0.266,0.26600266000266
267,0.267,0.26700267000267
268,0.268,0.26800268000268
269,0.269,0.26900269000269
270,0.27,0.2700027000027
271,0.271,0.27100271000271
272,0.272,0.27200272000272
273,0.273,0.27300273000273
274,0.274,0.27400274000274
275,0.275,0.27500275000275
276,0.276,0.27600276000276
277,0.277,0.27700277000277
278,0.278,0.27800278000278
279,0.279,0.27900279000279
280,0.28,0.2800028000028
281,0.281,0.28100281000281
282,0.282,0.2820028200028199
283,0.283,0.28300283000283
284,0.284,0.28400284000284
285,0.285,0.28500285000285
286,0.286,0.2860028600028599
287,0.287,0.28700287000287
288,0.288,0.28800288000288
289,0.289,0.28900289000289
290,0.29,0.2900029000028999
291,0.291,0.29100291000291
292,0.292,0.29200292000292
293,0.293,0.29300293000293
294,0.294,0.2940029400029399
295,0.295,0.29500295000295
296,0.296,0.29600296000296
297,0.297,0.29700297000297
298,0.298,0.29800298000298
299,0.299,0.2990029900029899
300,0.3,0.300003000003
301,0.301,0.30100301000301
302,0.302,0.30200302000302
303,0.303,0.3030030300030299
304,0.304,0.30400304000304
305,0.305,0.30500305000305
306,0.306,0.30600306000306
307,0.307,0.30700307000307
308,0.308,0.30800308000308
309,0.309,0.30900309000309
310,0.31,0.3100031000031
311,0.311,0.31100311000311
312,0.312,0.31200312000312
313,0.313,0.31300313000313
314,0.314,0.31400314000314
315,0.315,0.31500315000315
316,0.316,0.31600316000316
317,0.317,0.31700317000317
318,0.318,0.31800318000318
319,0.319,0.31900319000319
320,0.32,0.3200032000032
321,0.321,0.32100321000321
322,0.322,0.32200322000322
323,0.323,0.32300323000323
324,0.324,0.32400324000324
325,0.325,0.32500325000325
326,0.326,0.32600326000326
327,0.327,0.32700327000327
328,0.328,0.32800328000328
329,0.329,0.32900329000329
330,0.33,0.3300033000033
331,0.331,0.33100331000331
332,0.332,0.33200332000332
333,0.333,0.33300333000333
334,0.334,0.33400334000334
335,0.335,0.33500335000335
336,0.336,0.33600336000336
337,0.337,0.33700337000337
338,0.338,0.33800338000338
339,0.339,0.33900339000339
340,0.34,0.3400034000034
341,0.341,0.34100341000341
342,0.342,0.34200342000342
343,0.343,0.34300343000343
344,0.344,0.3440034400034399
345,0.345,0.3450034500034499
346,0.346,0.34600346000346
347,0.347,0.34700347000347
348,0.348,0.3480034800034799
349,0.349,0.3490034900034899
350,0.35,0.3500035000035
351,0.351,0.35100351000351
352,0.352,0.35200352000352
353,0.353,0.3530035300035299
354,0.354,0.35400354000354
355,0.355,0.35500355000355
356,0.356,0.35600356000356
357,0.357,0.3570035700035699
358,0.358,0.35800358000358
359,0.359,0.35900359000359
360,0.36,0.3600036000036
361,0.361,0.36100361000361
362,0.362,0.36200362000362
363,0.363,0.36300363000363
364,0.364,0.36400364000364
365,0.365,0.36500365000365
366,0.366,0.3660036600036599
367,0.367,0.36700367000367
368,0.368,0.36800368000368
369,0.369,0.36900369000369
370,0.37,0.3700037000037
371,0.371,0.37100371000371
372,0.372,0.37200372000372
373,0.373,0.37300373000373
374,0.374,0.37400374000374
375,0.375,0.37500375000375
376,0.376,0.37600376000376
377,0.377,0.37700377000377
378,0.378,0.37800378000378
379,0.379,0.37900379000379
380,0.38,0.3800038000038
381,0.381,0.38100381000381
382,0.382,0.38200382000382
383,0.383,0.38300383000383
384,0.384,0.38400384000384
385,0.385,0.38500385000385
386,0.386,0.38600386000386
387,0.387,0.38700387000387
388,0.388,0.38800388000388
389,0.389,0.38900389000389
390,0.39,0.3900039000039
391,0.391,0.39100391000391
392,0.392,0.39200392000392
393,0.393,0.39300393000393
394,0.394,0.39400394000394
395,0.395,0.39500395000395
396,0.396,0.39600396000396
397,0.397,0.39700397000397
398,0.398,0.39800398000398
399,0.399,0.39900399000399
400,0.4,0.400004000004
401,0.401,0.40100401000401
402,0.402,0.40200402000402
403,0.403,0.40300403000403
404,0.404,0.40400404000404
405,0.405,0.40500405000405
406,0.406,0.40600406000406
407,0.407,0.4070040700040699
408,0.408,0.40800408000408
409,0.409,0.40900409000409
410,0.41,0.4100041000041
411,0.411,0.4110041100041099
412,0.412,0.4120041200041199
413,0.413,0.41300413000413
414,0.414,0.41400414000414
415,0.415,0.41500415000415
416,0.416,0.4160041600041599
417,0.417,0.41700417000417
418,0.418,0.41800418000418
419,0.419,0.41900419000419
420,0.42,0.4200042000041999
421,0.421,0.42100421000421
422,0.422,0.42200422000422
423,0.423,0.42300423000423
424,0.424,0.42400424000424
425,0.425,0.42500425000425
426,0.426,0.42600426000426
427,0.427,0.42700427000427
428,0.428,0.42800428000428
429,0.429,0.42900429000429
430,0.43,0.4300043000043
431,0.431,0.43100431000431
432,0.432,0.43200432000432
433,0.433,0.43300433000433
434,0.434,0.43400434000434
435,0.435,0.43500435000435
436,0.436,0.43600436000436
437,0.437,0.43700437000437
438,0.438,0.43800438000438
439,0.439,0.43900439000439
440,0.44,0.4400044000044
441,0.441,0.44100441000441
442,0.442,0.44200442000442
443,0.443,0.44300443000443
444,0.444,0.44400444000444
445,0.445,0.44500445000445
446,0.446,0.44600446000446
447,0.447,0.44700447000447
448,0.448,0.44800448000448
449,0.449,0.44900449000449
450,0.45,0.4500045000045
451,0.451,0.45100451000451
452,0.452,0.45200452000452
453,0.453,0.45300453000453
454,0.454,0.45400454000454
455,0.455,0.45500455000455
456,0.456,0.45600456000456
457,0.457,0.45700457000457
458,0.458,0.45800458000458
459,0.459,0.45900459000459
460,0.46,0.4600046000046
461,0.461,0.46100461000461
462,0.462,0.46200462000462
463,0.463,0.46300463000463
464,0.464,0.46400464000464
465,0.465,0.46500465000465
466,0.466,0.46600466000466
467,0.467,0.46700467000467
468,0.468,0.46800468000468
469,0.469,0.46900469000469
470,0.47,0.4700047000046999
471,0.471,0.47100471000471
472,0.472,0.47200472000472
473,0.473,0.47300473000473
474,0.474,0.4740047400047399
475,0.475,0.47500475000475
476,0.476,0.47600476000476
477,0.477,0.47700477000477
478,0.478,0.4780047800047799
479,0.479,0.4790047900047899
480,0.48,0.4800048000048
481,0.481,0.48100481000481
482,0.482,0.48200482000482
483,0.483,0.4830048300048299
484,0.484,0.48400484000484
485,0.485,0.48500485000485
486,0.486,0.48600486000486
487,0.487,0.4870048700048699
488,0.488,0.48800488000488
489,0.489,0.48900489000489
490,0.49,0.4900049000049
491,0.491,0.49100491000491
492,0.492,0.49200492000492
493,0.493,0.49300493000493
494,0.494,0.49400494000494
495,0.495,0.49500495000495
496,0.496,0.49600496000496
497,0.497,0.49700497000497
498,0.498,0.49800498000498
499,0.499,0.49900499000499
500,0.5,0.500005000005
501,0.501,0.50100501000501
502,0.502,0.50200502000502
503,0.503,0.50300503000503
504,0.504,0.50400504000504
505,0.505,0.50500505000505
506,0.506,0.50600506000506
507,0.507,0.50700507000507
508,0.508,0.50800508000508
509,0.509,0.50900509000509
510,0.51,0.5100051000051
511,0.511,0.5110051100051101
512,0.512,0.51200512000512
513,0.513,0.51300513000513
514,0.514,0.51400514000514
515,0.515,0.51500515000515
516,0.516,0.5160051600051601
517,0.517,0.51700517000517
518,0.518,0.51800518000518
519,0.519,0.5190051900051901
520,0.52,0.5200052000052
521,0.521,0.52100521000521
522,0.522,0.52200522000522
523,0.523,0.52300523000523
524,0.524,0.5240052400052401
525,0.525,0.52500525000525
526,0.526,0.52600526000526
527,0.527,0.52700527000527
528,0.528,0.52800528000528
529,0.529,0.5290052900052901
530,0.53,0.5300053000053
531,0.531,0.53100531000531
532,0.532,0.5320053200053201
533,0.533,0.53300533000533
534,0.534,0.5340053400053401
535,0.535,0.53500535000535
536,0.536,0.53600536000536
537,0.537,0.5370053700053701
538,0.538,0.53800538000538
539,0.539,0.53900539000539
540,0.54,0.5400054000054001
541,0.541,0.54100541000541
542,0.542,0.5420054200054201
543,0.543,0.54300543000543
544,0.544,0.54400544000544
545,0.545,0.5450054500054501
546,0.546,0.54600546000546
547,0.547,0.5470054700054701
548,0.548,0.54800548000548
549,0.549,0.54900549000549
550,0.55,0.5500055000055001
551,0.551,0.55100551000551
552,0.552,0.5520055200055201
553,0.553,0.5530055300055301
554,0.554,0.55400554000554
555,0.555,0.5550055500055501
556,0.556,0.55600556000556
557,0.557,0.55700557000557
558,0.558,0.5580055800055801
559,0.559,0.55900559000559
560,0.56,0.5600056000056001
561,0.561,0.5610056100056101
562,0.562,0.56200562000562
563,0.563,0.56300563000563
564,0.564,0.5640056400056399
565,0.565,0.56500565000565
566,0.566,0.56600566000566
567,0.567,0.5670056700056699
568,0.568,0.56800568000568
569,0.569,0.5690056900056899
570,0.57,0.5700057000057
571,0.571,0.57100571000571
572,0.572,0.5720057200057199
573,0.573,0.57300573000573
574,0.574,0.57400574000574
575,0.575,0.5750057500057499
576,0.576,0.57600576000576
577,0.577,0.5770057700057699
578,0.578,0.57800578000578
579,0.579,0.57900579000579
580,0.58,0.5800058000057999
581,0.581,0.58100581000581
582,0.582,0.58200582000582
583,0.583,0.58300583000583
584,0.584,0.58400584000584
585,0.585,0.5850058500058499
586,0.586,0.58600586000586
587,0.587,0.58700587000587
588,0.588,0.5880058800058799
589,0.589,0.58900589000589
590,0.59,0.5900059000059
591,0.591,0.59100591000591
592,0.592,0.59200592000592
593,0.593,0.5930059300059299
594,0.594,0.59400594000594
595,0.595,0.59500595000595
596,0.596,0.59600596000596
597,0.597,0.59700597000597
598,0.598,0.5980059800059799
599,0.599,0.59900599000599
600,0.6,0.600006000006
601,0.601,0.60100601000601
602,0.602,0.60200602000602
603,0.603,0.60300603000603
604,0.604,0.60400604000604
605,0.605,0.60500605000605
606,0.606,0.6060060600060599
607,0.607,0.60700607000607
608,0.608,0.60800608000608
609,0.609,0.60900609000609
610,0.61,0.6100061000061
611,0.611,0.61100611000611
612,0.612,0.61200612000612
613,0.613,0.61300613000613
614,0.614,0.61400614000614
615,0.615,0.61500615000615
616,0.616,0.61600616000616
617,0.617,0.61700617000617
618,0.618,0.61800618000618
619,0.619,0.61900619000619
620,0.62,0.6200062000062
621,0.621,0.62100621000621
622,0.622,0.62200622000622
623,0.623,0.62300623000623
624,0.624,0.62400624000624
625,0.625,0.62500625000625
626,0.626,0.62600626000626
627,0.627,0.62700627000627
628,0.628,0.62800628000628
629,0.629,0.62900629000629
630,0.63,0.6300063000063
631,0.631,0.63100631000631
632,0.632,0.6320063200063201
633,0.633,0.63300633000633
634,0.634,0.63400634000634
635,0.635,0.63500635000635
636,0.636,0.63600636000636
637,0.637,0.6370063700063701
638,0.638,0.63800638000638
639,0.639,0.63900639000639
640,0.64,0.6400064000064
641,0.641,0.64100641000641
642,0.642,0.64200642000642
643,0.643,0.64300643000643
644,0.644,0.64400644000644
645,0.645,0.6450064500064501
646,0.646,0.64600646000646
647,0.647,0.64700647000647
648,0.648,0.64800648000648
649,0.649,0.64900649000649
650,0.65,0.6500065000065001
651,0.651,0.65100651000651
652,0.652,0.65200652000652
653,0.653,0.6530065300065301
654,0.654,0.65400654000654
655,0.655,0.6550065500065501
656,0.656,0.65600656000656
657,0.657,0.65700657000657
658,0.658,0.6580065800065801
659,0.659,0.65900659000659
660,0.66,0.6600066000066
661,0.661,0.66100661000661
662,0.662,0.66200662000662
663,0.663,0.6630066300066301
664,0.664,0.66400664000664
665,0.665,0.66500665000665
666,0.666,0.6660066600066601
667,0.667,0.66700667000667
668,0.668,0.6680066800066801
669,0.669,0.66900669000669
670,0.67,0.6700067000067
671,0.671,0.6710067100067101
672,0.672,0.67200672000672
673,0.673,0.6730067300067301
674,0.674,0.6740067400067401
675,0.675,0.67500675000675
676,0.676,0.6760067600067601
677,0.677,0.67700677000677
678,0.678,0.67800678000678
679,0.679,0.6790067900067901
680,0.68,0.6800068000068
681,0.681,0.6810068100068101
682,0.682,0.68200682000682
683,0.683,0.68300683000683
684,0.684,0.6840068400068401
685,0.685,0.68500685000685
686,0.686,0.6860068600068601
687,0.687,0.6870068700068701
688,0.688,0.6880068800068799
689,0.689,0.68900689000689
690,0.69,0.6900069000068999
691,0.691,0.69100691000691
692,0.692,0.69200692000692
693,0.693,0.6930069300069299
694,0.694,0.69400694000694
695,0.695,0.69500695000695
696,0.696,0.6960069600069599
697,0.697,0.69700697000697
698,0.698,0.6980069800069799
699,0.699,0.69900699000699
700,0.7,0.700007000007
701,0.701,0.7010070100070099
702,0.702,0.70200702000702
703,0.703,0.70300703000703
704,0.704,0.70400704000704
705,0.705,0.70500705000705
706,0.706,0.7060070600070599
707,0.707,0.70700707000707
708,0.708,0.70800708000708
709,0.709,0.70900709000709
710,0.71,0.7100071000071
711,0.711,0.7110071100071099
712,0.712,0.71200712000712
713,0.713,0.71300713000713
714,0.714,0.7140071400071399
715,0.715,0.71500715000715
716,0.716,0.71600716000716
717,0.717,0.71700717000717
718,0.718,0.71800718000718
719,0.719,0.7190071900071899
720,0.72,0.7200072000072
721,0.721,0.72100721000721
722,0.722,0.72200722000722
723,0.723,0.72300723000723
724,0.724,0.72400724000724
725,0.725,0.72500725000725
726,0.726,0.72600726000726
727,0.727,0.72700727000727
728,0.728,0.72800728000728
729,0.729,0.72900729000729
730,0.73,0.7300073000073
731,0.731,0.73100731000731
732,0.732,0.7320073200073199
733,0.733,0.73300733000733
734,0.734,0.73400734000734
735,0.735,0.73500735000735
736,0.736,0.73600736000736
737,0.737,0.73700737000737
738,0.738,0.73800738000738
739,0.739,0.73900739000739
740,0.74,0.7400074000074
741,0.741,0.74100741000741
742,0.742,0.74200742000742
743,0.743,0.74300743000743
744,0.744,0.74400744000744
745,0.745,0.7450074500074501
746,0.746,0.74600746000746
747,0.747,0.74700747000747
748,0.748,0.74800748000748
749,0.749,0.74900749000749
750,0.75,0.7500075000075
751,0.751,0.75100751000751
752,0.752,0.75200752000752
753,0.753,0.75300753000753
754,0.754,0.75400754000754
755,0.755,0.75500755000755
756,0.756,0.75600756000756
757,0.757,0.75700757000757
758,0.758,0.7580075800075801
759,0.759,0.75900759000759
760,0.76,0.7600076000076
761,0.761,0.76100761000761
762,0.762,0.76200762000762
