path_1,path_2,path_3,path_4,path_5,sample,max_skew
0.3496714153011233,0.2321505269512778,0.33482862476668185,0.1019428032439593,0.25281424516985984,0,0.3496714153011233
0.2861735698828815,0.2694500536946347,0.32833235925356663,0.1945014353063128,0.40127024710156,1,0.8054985646936872
0.36476885381006924,0.2402618938954857,0.20634801541945086,0.2412971593707414,0.2801813152697682,2,1.7936519845805492
0.4523029856408025,0.31104180469461196,0.3579584221763738,0.3149668910924691,0.3090569264717639,3,2.6909430735282363
0.2765846625276664,0.41971785314619126,0.15099173244233818,0.4024162326606878,0.3717390606637717,4,3.849008267557662
0.2765863043050819,0.22289578428587953,0.23458156742396713,0.36941359433717647,0.2941036593151059,5,4.777104215714121
0.45792128155073913,0.4000820497768414,0.1000912187102192,0.18206752015525143,0.11821521416701408,6,5.899908781289781
0.37674347291529087,0.2218327927653112,0.4558626516962815,0.2628287737834347,0.4040587504553548,7,6.778167207234689
0.2530525614065048,0.21523727875031157,0.27684505060547043,0.3076375588702566,0.4254928829915051,8,7.784762721249688
0.35425600435859644,0.3818594618343213,0.5166884034816311,0.27377928755535,0.11688839083995564,9,8.883111609160045
0.25365823071875376,0.39219363780076166,0.3802949926519495,0.27307047741317053,0.1956708794338462,10,9.804329120566154
0.2534270246429743,0.3851409936762654,0.3448098213351024,0.1277256675345728,0.502387961748551,11,10.872274332465427
0.3241962271566034,0.16842025917818587,0.24137723057190005,0.18472658488603594,0.32320346785039117,12,11.831579740821814
0.1086719755342202,0.2534049021927949,0.195364996431258,0.25970601508607266,0.3003551273270365,13,12.89132802446578
0.1275082167486967,0.38229885920033213,0.3522971573896945,-0.009322567494516265,0.25736165929504295,14,14.009322567494516
0.24377124707590273,0.30415418405638944,0.2928485990727018,0.3640644320009854,0.19692973491433655,15,14.803070265085664
0.19871688796655762,0.19263071538025356,0.16607296845146988,0.16273209002889302,0.2805582357693616,16,15.837267909971107
0.33142473325952737,0.34583179391254415,0.1483141583491681,0.3686838133265138,0.3974422739165711,17,16.85168584165083
0.2091975924478789,0.22851927410085293,0.20412962708564159,0.359891600447091,0.2984322040619001,18,17.795870372914358
0.15876962986647083,0.4794524848392212,0.48209672252662306,0.24563069568876156,0.3610284085893048,19,18.84123037013353
0.4465648768921554,0.45448414624182587,0.5213277918011304,0.4000548325701538,0.4765707148506563,20,19.599945167429848
0.2774223699513464,0.3604097426355567,0.320498914730891,0.37431973449249334,0.2419521819553807,21,20.75804781804462
0.3067528204687924,0.4361006704769773,0.3148942796241288,0.26910385291653593,0.3302874900658442,22,21.730896147083463
0.15752518137865432,0.3064791350123381,0.2663679628170479,0.25782403848083013,0.4004393560935678,23,22.842474818621344
0.24556172754748173,0.3765437494375016,0.20655146516904976,0.40972327856643564,0.2067096366533403,24,23.79344853483095
0.3110922589709866,0.44777202953020745,0.43751790576072436,0.3232013839407664,0.3178052828065805,25,24.688907741029013
0.1849006422577697,0.32454986817943127,0.4873576393897136,0.4044697168368142,0.4872324524626361,26,25.81509935774223
0.3375698018345672,0.27448128284857165,0.21065809141607145,0.06110259256472628,0.26597496195401843,27,26.938897407435274
0.2399361310081195,0.12953780418228839,0.2917161621575398,0.3098485097019462,0.406834653800379,28,27.870462195817712
